"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Helping Hands of Georgetown","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides sandwiches/lunches, clothing, various items on request (backpack, luggage, sleeping bags, condiments for sandwiches)","helping-hands-of-georgetown-williamson","comida","","despensa|alimentos","food|pantry","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","lunes-jueves: 3:15pm","Monday-Thursday: 3:15pm","","","Condado de Williamson","Williamson County","512-688-3595","","","","","","","","","","Williamson","","","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Helping Hands with coordination of various churches","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Warm meal provided","helping-hands-with-coordination-of-various-churches-williamson","comida","","despensa|alimentos","food|pantry","","","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","domingo: 4pm","Sunday: 4pm","","","Condado de Williamson","Williamson County","","","","","","","","","","","Williamson","","","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Kat Kares","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Warm meal, snack bags, hygiene bags, setting up showers, laundry, immediate needs of the unhoused","kat-kares-williamson","comida","","despensa|alimentos","food|pantry","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","viernes 4pm","Fridays 4pm","","","Condado de Williamson","Williamson County","512-843-1134","","","","","","","","","","Williamson","","","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Meals on Wheels","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","meals-on-wheels-williamson","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","Horario: Lunes a viernes: 8am-2pm","Hours: Mon-Fri: 8am-2pm","","","Condado de Williamson","Williamson County","512-763-1400","","","","","301 West Bagdad Ave. Round Rock, TX 78664","","","TX","78664","Williamson","30.506962577465","-97.680610362798","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 301 W BAGDAD AVE, ROUND ROCK, TX, 78664."
"Central Texas Food Bank","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","central-texas-food-bank-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","lunes-viernes: 8am-5pm","Monday-Friday: 8am-5pm","","","Condado de Travis","Travis County","512-282-2111","","","","https://www.centraltexasfoodbank.org/","6500 Metropolis Dr. Austin, TX 78744","","","TX","78744","Travis","30.202104818821","-97.710306976849","https://www.centraltexasfoodbank.org/","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 6500 METROPOLIS DR, AUSTIN, TX, 78744."
"Travis County Community Food Pantries","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Pantries are available once every 30 days","travis-county-community-food-pantries-travis","comida","","despensa|alimentos","food|pantry","","phone","unknown","","","","","Comuníquese directamente con la organización para confirmar el proceso de acceso.","Contact the organization directly to confirm how to access the service.","Horario: Lunes a viernes: 8am-5pm","Hours: Mon-Fri: 8am-5pm","","","Condado de Travis","Travis County","512-854-4120","","","","https://www.traviscountytx.gov/health-human-services/apply-for-assistance/food-pantry","","","","","","Travis","","","https://www.traviscountytx.gov/health-human-services/apply-for-assistance/food-pantry","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Shoreline - North Austin Mobile Pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","shoreline-north-austin-mobile-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","First viernes 12:30pm-2pm","First Friday 12:30pm-2pm","","","Condado de Travis","Travis County","","","","","","15201 Burnet Rd. Austin, TX 78728","","","TX","78728","Travis","30.457138279702","-97.695012852933","https://www.centraltexasfoodbank.org/find-food-now","","","","Piloto de Bluebonnet Project HOPE. Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 15201 BURNET RD, AUSTIN, TX, 78728."
"Dorcas Passion Ministries Alpha Sventh Day Adventist Church - Drive up food pantry","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","dorcas-passion-ministries-alpha-sventh-day-adventist-church-drive-up-food-pantry-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","segundo y cuarto domingo: 10am-12pm","2nd and 4th Sunday: 10am-12pm","","","Condado de Travis","Travis County","512-926-6721","","","","","3039 Pecan Springs Rd. Austin, TX 78723","","","TX","78723","Travis","30.297026900257","-97.681998587913","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 3039 PECAN SPRINGS RD, AUSTIN, TX, 78723."
"St. Andrews Presbyterian Church","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-andrews-presbyterian-church-travis","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","segundo y cuarto sábado 10am-12pm","2nd and 4th Saturday 10am-12pm","","","Condado de Travis","Travis County","512-251-0698","","","","","14311 Wells Port Dr. Austin, TX 78728","","","TX","78728","Travis","30.436205053766","-97.675073035913","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 14311 WELLS PORT DR, AUSTIN, TX, 78728."
"Deliverance Temple Worship Center","Despensa de alimentos","Food pantry","Ofrece alimentos o comestibles para personas y familias.","Provides food or groceries for individuals and families.","Ofrece alimentos o comestibles para personas y familias.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","deliverance-temple-worship-center-austin","comida","","despensa|alimentos","food|pantry","","in_person|phone","unknown","","","","","Confirme el horario, la disponibilidad y los requisitos antes de acudir.","Confirm hours, availability, and requirements before visiting.","viernes: 9am-1pm","Friday: 9am-1pm","","","Condado de Travis","Travis County","737-202-4470","","","","","1607 Dessau Ridge Lane, Austin, TX 78754","","Austin","TX","78754","Travis","30.400581590241","-97.641721215189","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Piloto de Bluebonnet Project HOPE. Fuente oficial consultada el 2026-09-02. Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar. Geocodificación Census Bureau: Non_Exact; dirección normalizada: 1607 DESSAU RIDGE LN, AUSTIN, TX, 78754."
